Barcode1,Barcode2,Barcode3,Brand code,Category,Type,Brand Name,Size,Strength,Retailer margin,Round Off,Special Purpose Fee,MRP,Bottle/case
8902136303036,,,0201112008/0013,IMFL,Rum,Bacardi Apple Original Apple Rum,180 ml,25,13.84,8.52,60,280,48
8902136704024,,,0201112008/0013,IMFL,Rum,Bacardi Apple Original Apple Rum,375 ml,25,28.5,4.3,60,500,24
8902136303012,,,0201112008/0013,IMFL,Rum,Bacardi Apple Original Apple Rum,750 ml,25,57.01,8.6,60,940,12
8902136754012,,,0201112012/0035,IMFL,Rum,Bacardi Black Original Premium Crafted Rum,,,,,,,
8902136724039,,,0201112016/0006,IMFL,Rum,Bacardi Carta Blanca Superior White Rum,180 ml,25,12.52,3.62,45,240,48
8902136385025,,,0201112016/0006,IMFL,Rum,Bacardi Carta Blanca Superior White Rum,375 ml,25,25.81,0.5,45,440,24
8902136385018,,,0201112016/0006,IMFL,Rum,Bacardi Carta Blanca Superior White Rum,750 ml,25,51.62,6,45,840,12
8902136726019,,,0201112021/0003,IMFL,Rum,Bacardi Carta Oro Superior Gold Rum,,,,,,,
8902136716010,,,0201112017/0009,IMFL,Rum,Bacardi Classic Black Original Premium Crafted Rum,,,,,,,
8902136302039,,,0201112007/0005,IMFL,Rum,Bacardi Limon Original Citrus Rum,180 ml,25,13.84,8.52,60,280,48
8902136302022,,,0201112007/0005,IMFL,Rum,Bacardi Limon Original Citrus Rum,375 ml,25,28.5,4.3,60,500,24
8902136703010,,,0201112007/0005,IMFL,Rum,Bacardi Limon Original Citrus Rum,750 ml,25,57.01,8.6,60,940,12
8902136708022,,,0201112016/0007,IMFL,Rum,Bacardi Orange Original Orange Rum,375 ml,25,28.5,4.3,60,500,24
8902136708015,,,0201112016/0007,IMFL,Rum,Bacardi Orange Original Orange Rum,750 ml,25,57.01,8.6,60,940,12
8902136375033,,,0201112018/0007,IMFL,Rum,Black By Bacardi Deluxe Original Premium Crafted Rum,180 ml,25,10.32,7.2,35,200,48
8902136375026,,,0201112018/0007,IMFL,Rum,Black By Bacardi Deluxe Original Premium Crafted Rum,375 ml,25,21.35,8.66,35,370,24
,,,0201112018/0007,IMFL,Rum,Black By Bacardi Deluxe Original Premium Crafted Rum,750 ml,25,42.7,2.32,35,690,12
8902136375019,,,0201112018/0007,IMFL,Rum,Black By Bacardi Original Premium Crafted Rum,750 ml,25,42.7,2.32,35,690,12
8902147017441,,,0201112020/0006,IMFL,Rum,Black Cat Special Rum,180 ml,50,,,,100,48
8902147017434,,,0201112020/0006,IMFL,Rum,Black Cat Special Rum,375 ml,50,6.47,,,120,24
8902147017427,,,0201112020/0006,IMFL,Rum,Black Cat Special Rum,750 ml,50,12.94,2.22,0,200,12
8901556405528,,,0201112008/0009,IMFL,Rum,Brihans Tropicana Export Quality XXX Matured White Rum,750 ml,,,,,201,12
8901544064164,,,0201112022/0010,IMFL,Rum,Calypso Original XXX Rum,375 ml,50,,,,100,24
8901544064157,,,0201112022/0010,IMFL,Rum,Calypso Original XXX Rum,500 ml,50,,,,130,18
8901544064140,,,0201112022/0010,IMFL,Rum,Calypso Original XXX Rum,750 ml,50,,,,195,12
8906080740251,,,0201112016/0004,IMFL,Rum,Commander N Chief Caribbean Gold XXX Rum,750 ml,,,,,310,12
8907801037346,,,0201112020/0007,IMFL,Rum,Contessa Matured XXX Rum,180 ml,25,7.4,1.88,5,120,48
8907801037339,,,0201112020/0007,IMFL,Rum,Contessa Matured XXX Rum,375 ml,25,15.34,0.57,5,240,24
8907801037322,,,0201112020/0007,IMFL,Rum,Contessa Matured XXX Rum,750 ml,25,30.67,6.14,5,480,12
,,,0201112009/0001,IMFL,Rum,Contessa XXX Rum Blended With Matured Cane Juice Spirit,,,,,,,
8908008909276,,,0201112021/0002,IMFL,Rum,Cosmos Fifty XXX Rum,375 ml,50,,,,100,24
8908008909214,,,0201112021/0002,IMFL,Rum,Cosmos Fifty XXX Rum,500 ml,50,,,,130,18
8908008909207,,,0201112021/0002,IMFL,Rum,Cosmos Fifty XXX Rum,750 ml,50,,,,195,12
8906040658206,,,0201112012/0027,IMFL,Rum,Emboss XXX Rum,375 ml,50,6.38,2.49,0,100,24
8906040654703,,,0201112012/0027,IMFL,Rum,Emboss XXX Rum,750 ml,50,12.75,0.07,0,195,12
8908002916362,,,0201112020/0015,IMFL,Rum,Episode Deluxe XXX Rum,180 ml,25,8.12,0.93,15,140,48
8908002916355,,,0201112020/0015,IMFL,Rum,Episode Deluxe XXX Rum,375 ml,25,16.81,8.02,15,280,24
8908002916348,,,0201112020/0015,IMFL,Rum,Episode Deluxe XXX Rum,750 ml,25,,,,530,12
8908009046253,,,0201112022/0008,IMFL,Rum,Golden Monkey Dark Classic Rum,375 ml,25,,,,100,24
8908009046260,,,0201112022/0008,IMFL,Rum,Golden Monkey Dark Classic Rum,500 ml,25,,,,130,18
8908009046246,,,0201112022/0008,IMFL,Rum,Golden Monkey Dark Classic Rum,750 ml,25,,,,195,12
,,,0201112008/0007,IMFL,Rum,Hercules XXX Rum,,,,,,,
8908008918346,,,0201112022/0009,IMFL,Rum,Himalayan Bear Fine Indian Rum,375 ml,25,,,,100,24
8908008918339,,,0201112022/0009,IMFL,Rum,Himalayan Bear Fine Indian Rum,500 ml,25,,,,130,18
8908008918322,,,0201112022/0009,IMFL,Rum,Himalayan Bear Fine Indian Rum,750 ml,25,,,,195,12
,,,0201112012/0030,IMFL,Rum,Jolly Roger Premium XXX Rum,,,,,,,
,,,0201112006/0031,IMFL,Rum,Lord Nelson XXX Matured Rum,,,,,,,
8902178002553,,,0201112009/0007,IMFL,Rum,Madira XXX Rum,750 ml,25,,,,630,12
8902967400065,,,0201112006/0007,IMFL,Rum,Mcdowells No.1 Celebration Matured XXX Rum,500 ml,25,21.69,3.42,15,350,24
8902967400058,,,0201112006/0007,IMFL,Rum,Mcdowells No.1 Celebration Matured XXX Rum,750 ml,25,33.74,9.29,15,540,12
8902967400027,,,0201112006/0007,IMFL,Rum,Mcdowells No.1 Celebration Matured XXX Rum,180 ml,25,8.15,0.5,15,140,48
8902967400010,,,0201112006/0007,IMFL,Rum,Mcdowells No.1 Celebration Matured XXX Rum,375 ml,25,16.87,7.14,15,280,24
8908008981197,,,0201112022/0018,IMFL,Rum,Night Fighter's Matured XXX Rum,375 ml,50,,,,100,24
8908008981180,,,0201112022/0018,IMFL,Rum,Night Fighter's Matured XXX Rum,500 ml,50,,,,130,18
8908008981173,,,0201112022/0018,IMFL,Rum,Night Fighter's Matured XXX Rum,750 ml,50,,,,195,12
8901544015180,,,0201112017/0005,IMFL,Rum,Officer's Choice Original XXX Rum,750 ml,25,,,,470,12
,,,0201112017/0007,IMFL,Rum,Old Habbit XXX Rum,180 ml,25,,,,190,48
,,,0201112017/0007,IMFL,Rum,Old Habbit XXX Rum,375 ml,25,,,,350,24
,,,0201112017/0007,IMFL,Rum,Old Habbit XXX Rum,750 ml,25,,,,670,12
8901131830035,,,0201112018/0002,IMFL,Rum,Old Monk Apple Rum,750 ml,25,43.9,3.95,35,710,12
8901131722347,,,0201112020/0010,IMFL,Rum,Old Monk Gold Reserve Select Rum,180 ml,25,10.09,0.84,25,180,48
8901131722330,,,0201112020/0010,IMFL,Rum,Old Monk Gold Reserve Select Rum,375 ml,25,20.84,6.52,25,350,24
8901131722323,,,0201112020/0010,IMFL,Rum,Old Monk Gold Reserve Select Rum,750 ml,25,41.67,8.03,25,670,12
8901131830066,,,0201112014/0004,IMFL,Rum,Old Monk Lemon Rum,750 ml,25,43.9,3.95,35,710,12
8901131880023,,,0201112020/0014,IMFL,Rum,Old Monk Matured XXX Premium Rum Very Old Vatted,180 ml,25,8.14,0.59,15,140,48
8901131880016,,,0201112020/0014,IMFL,Rum,Old Monk Matured XXX Premium Rum Very Old Vatted,375 ml,25,16.86,7.33,15,280,24
8901131723078,,,0201112020/0014,IMFL,Rum,Old Monk Matured XXX Premium Rum Very Old Vatted,500 ml,25,22.48,1.44,15,360,18
8901131723061,,,0201112020/0014,IMFL,Rum,Old Monk Matured XXX Premium Rum Very Old Vatted,750 ml,25,33.71,9.66,15,540,12
8901131830097,,,0201112018/0003,IMFL,Rum,Old Monk Orange Rum,750 ml,25,43.9,3.95,35,710,12
8901131723054,,,0201112020/0017,IMFL,Rum,Old Monk Supreme Deluxe XXX Rum Very Old Vatted,750 ml,25,,,,740,12
8901131740051,,,0201112013/0010,IMFL,Rum,Old Monk The Legend Rum Very Old Vatted,750 ml,25,49.72,4.94,35,800,12
,,,0201112006/0003,IMFL,Rum,Old Monk Very Old Vatted XXX Rum,,,,,,,
8901131790087,,,0201112020/0011,IMFL,Rum,Old Monk White Premium Rum,180 ml,25,10.09,0.84,25,180,48
8901131790070,,,0201112020/0011,IMFL,Rum,Old Monk White Premium Rum,375 ml,25,20.84,6.52,25,350,24
8901131790063,,,0201112020/0011,IMFL,Rum,Old Monk White Premium Rum,750 ml,25,41.67,8.03,25,670,12
,,,0201112006/0021,IMFL,Rum,Old Port Deluxe Matured Rum,,,,,,,
8906005930552,,,0201112021/0001,IMFL,Rum,Red Indian XXX Deluxe Rum,180 ml,25,10.43,5.62,35,200,48
8906005930545,,,0201112021/0001,IMFL,Rum,Red Indian XXX Deluxe Rum,375 ml,25,21.56,5.49,35,370,24
8906005930538,,,0201112021/0001,IMFL,Rum,Red Indian XXX Deluxe Rum,750 ml,25,43.11,5.98,35,700,12
8906040657704,,,0201112020/0002,IMFL,Rum,Rock The Real Rum,180 ml,25,7.74,6.76,5,130,48
8906040657605,,,0201112020/0002,IMFL,Rum,Rock The Real Rum,375 ml,25,16.03,0,5,250,24
8906040657506,,,0201112020/0002,IMFL,Rum,Rock The Real Rum,750 ml,25,32.06,5.01,5,500,12
8908008936197,,,0201112022/0007,IMFL,Rum,Royal Gentleman XXX Rum,375 ml,50,,,,100,24
8908008936173,,,0201112022/0007,IMFL,Rum,Royal Gentleman XXX Rum,500 ml,50,,,,130,18
8908008936166,,,0201112022/0007,IMFL,Rum,Royal Gentleman XXX Rum,750 ml,50,,,,195,12
8908007179984,,,0201112022/0006,IMFL,Rum,Rumba Rum,375 ml,50,,,,100,24
8908007179892,,,0201112022/0006,IMFL,Rum,Rumba Rum,500 ml,50,8.5,0.05,0,130,18
8908007179991,,,0201112022/0006,IMFL,Rum,Rumba Rum,750 ml,50,12.75,0.07,0,195,12
,,,0201112022/0023,IMFL,Rum,Rumbola Matured XXX Rum,375 ml,50,,,,100,24
,,,0201112022/0023,IMFL,Rum,Rumbola Matured XXX Rum,500 ml,50,,,,130,18
,,,0201112022/0023,IMFL,Rum,Rumbola Matured XXX Rum,750 ml,50,,,,195,12
8908008938214,,,0201112022/0019,IMFL,Rum,Seneor XXX Rum,375 ml,50,,,,100,24
8908008938160,,,0201112022/0019,IMFL,Rum,Seneor XXX Rum,750 ml,50,,,,195,12
8908008924347,,,0201112022/0012,IMFL,Rum,Skd's Exxober,375 ml,50,,,,100,24
8908008924361,,,0201112022/0012,IMFL,Rum,Skd's Exxober,500 ml,50,,,,130,18
8908008924378,,,0201112022/0012,IMFL,Rum,Skd's Exxober,750 ml,50,,,,195,12
8908008970074,,,0201112022/0013,IMFL,Rum,Sspl Port Jamaica,375 ml,50,,,,100,24
8908008971167,,,0201112022/0013,IMFL,Rum,Sspl Port Jamaica,500 ml,50,,,,130,18
8908008971150,,,0201112022/0013,IMFL,Rum,Sspl Port Jamaica,750 ml,50,,,,195,12
8908008939525,,,0201112022/0011,IMFL,Rum,Top 10 XXX Rum,375 ml,50,6.38,2.53,0,100,24
8908008939532,,,0201112022/0011,IMFL,Rum,Top 10 XXX Rum,500 ml,50,8.5,0.05,0,130,18
8908008939549,,,0201112022/0011,IMFL,Rum,Top 10 XXX Rum,750 ml,50,12.75,0.07,0,195,12
,,,0201112019/0002,IMFL,Rum,Tuff XXX Rum,,,,,,,
8901131722934,,,0201112020/0013,IMFL,Rum,Very Old Vatted Old Monk Premium Rum,180 ml,25,9.53,9.4,25,180,48
8901131722927,,,0201112020/0013,IMFL,Rum,Very Old Vatted Old Monk Premium Rum,375 ml,25,19.69,3.97,25,330,24
8901131722910,,,0201112020/0013,IMFL,Rum,Very Old Vatted Old Monk Premium Rum,750 ml,25,39.39,2.94,25,630,12
8908070766270,,,0201112019/0001,IMFL,Rum,XXX Wonder Blend Dark Rum,500 ml,25,,,,370,18
8908010766324,,,0201112019/0001,IMFL,Rum,XXX Wonder Blend Dark Rum,750 ml,25,,,,560,
8902136705014,,,0201132012/0037,IMFL,Vodka,Eristoff Triple Distilled Premium Vodka,750 ml,25,,,,760,12
8908009046291,,,0201132022/0004,IMFL,Vodka,Fine Grain Voltage + Vodka,250  ml,50,,,,65,
8908009046222,,,0201132022/0004,IMFL,Vodka,Fine Grain Voltage + Vodka,375 ml,50,6.38,2.53,0,100,24
8908009046215,,,0201132022/0004,IMFL,Vodka,Fine Grain Voltage + Vodka,500 ml,50,,,,130,18
8908009046239,,,0201132022/0004,IMFL,Vodka,Fine Grain Voltage + Vodka,750 ml,50,12.75,0.07,0,195,12
8908007822354,,,0201132022/0001,IMFL,Vodka,Gladiator Vintage Vodka,375 ml,50,6.38,2.53,0,100,24
8908007822347,,,0201132022/0001,IMFL,Vodka,Gladiator Vintage Vodka,500 ml,50,8.5,0.05,0,130,18
8908007822378,,,0201132022/0001,IMFL,Vodka,Gladiator Vintage Vodka,750 ml,50,12.75,0.07,0,195,12
8901131723047,,,0201132021/0003,IMFL,Vodka,Knight Rider Ultra Premium Green Apple Vodka,180 ml,25,10.09,0.84,25,180,48
8901131723030,,,0201132021/0003,IMFL,Vodka,Knight Rider Ultra Premium Green Apple Vodka,375 ml,25,20.84,6.52,25,350,24
8901131723023,,,0201132021/0003,IMFL,Vodka,Knight Rider Ultra Premium Green Apple Vodka,750 ml,25,41.67,8.03,25,670,12
8901131722057,,,0201132020/0006,IMFL,Vodka,Knight Rider Ultra Premium Vodka,180 ml,25,9.79,5.34,25,180,48
8901131722040,,,0201132020/0006,IMFL,Vodka,Knight Rider Ultra Premium Vodka,375 ml,25,20.25,5.52,25,340,24
8901131722033,,,0201132020/0006,IMFL,Vodka,Knight Rider Ultra Premium Vodka,750 ml,25,40.49,6.03,25,650,12
,,,0201132016/0004,IMFL,Vodka,M2 Magic Moments Grain Vodka,,,,,,,
,,,0201132020/0003,IMFL,Vodka,M2 Magic Moments Remix Green Apple Flavoured Vodka,,,,,,,
,,,0201132018/0006,IMFL,Vodka,M2 Magic Moments Remix Orange Flavoured Vodka,,,,,,,
,,,0201132017/0004,IMFL,Vodka,M2 Verve Magic Moments Super Premium Vodka,,,,,,,
8902147314922,,,0201132006/0018,IMFL,Vodka,Magic Moments Pure Grain Vodka,750 ml,25,38.79,2.12,25,620,12
8902147244946,,,0201132006/0018,IMFL,Vodka,Magic Moments Pure Grain Vodka,180 ml,25,9.37,1.7,25,170,48
8902147244939,,,0201132006/0018,IMFL,Vodka,Magic Moments Pure Grain Vodka,375 ml,25,19.39,8.56,25,330,24
8902147000535,,,0201132013/0015,IMFL,Vodka,Magic Moments Remix Flavoured Vodka Chocolate,180 ml,25,10.76,0.6,35,200,48
8902147000528,,,0201132013/0015,IMFL,Vodka,Magic Moments Remix Flavoured Vodka Chocolate,375 ml,25,22.21,5.52,35,380,24
8902146477949,,,0201132017/0006,IMFL,Vodka,Magic Moments Remix Grapefruit & Watermelon Smooth Flavoured Vodka,180 ml,25,10.76,0.6,35,200,48
8902146477932,,,0201132017/0006,IMFL,Vodka,Magic Moments Remix Grapefruit & Watermelon Smooth Flavoured Vodka,375 ml,25,22.21,5.52,35,380,24
8902146477925,,,0201132017/0006,IMFL,Vodka,Magic Moments Remix Grapefruit & Watermelon Smooth Flavoured Vodka,750 ml,25,44.42,6.05,35,720,12
8902147000375,,,0201132017/0002,IMFL,Vodka,Magic Moments Remix Smooth Green Apple Flavoured Vodka,180 ml,25,10.76,0.6,35,200,48
8902147000368,,,0201132017/0002,IMFL,Vodka,Magic Moments Remix Smooth Green Apple Flavoured Vodka,375 ml,25,22.21,5.52,35,380,24
8902147000351,,,0201132017/0002,IMFL,Vodka,Magic Moments Remix Smooth Green Apple Flavoured Vodka,750 ml,25,44.42,6.05,35,720,12
8902147000450,,,0201132020/0004,IMFL,Vodka,Magic Moments Remix Smooth Lemon Flavoured Vodka,180 ml,25,10.76,0.6,35,200,48
8902147000443,,,0201132020/0004,IMFL,Vodka,Magic Moments Remix Smooth Lemon Flavoured Vodka,375 ml,25,22.21,5.52,35,380,24
8902147000436,,,0201132020/0004,IMFL,Vodka,Magic Moments Remix Smooth Lemon Flavoured Vodka,750 ml,25,44.42,6.05,35,720,12
8902147000412,,,0201132017/0003,IMFL,Vodka,Magic Moments Remix Smooth Orange Flavoured Vodka,180 ml,25,10.76,0.6,35,200,48
8902147000405,,,0201132017/0003,IMFL,Vodka,Magic Moments Remix Smooth Orange Flavoured Vodka,375 ml,25,22.21,5.52,35,380,24
8902147000399,,,0201132017/0003,IMFL,Vodka,Magic Moments Remix Smooth Orange Flavoured Vodka,750 ml,25,44.42,6.05,35,720,12
8907801011148,,,0201132020/0005,IMFL,Vodka,Magic Moments Verve Green Apple Premium Flavoured Vodka,180 ml,25,11.63,7.25,35,220,48
8907801011131,,,0201132020/0005,IMFL,Vodka,Magic Moments Verve Green Apple Premium Flavoured Vodka,375 ml,25,24.86,4.97,35,420,24
8907801011124,,,0201132020/0005,IMFL,Vodka,Magic Moments Verve Green Apple Premium Flavoured Vodka,750 ml,25,49.72,4.94,35,800,12
8907801014149,,,0201132018/0003,IMFL,Vodka,Magic Moments Verve Premium Vodka,180 ml,25,11.63,7.25,35,220,48
8907801014132,,,0201132018/0003,IMFL,Vodka,Magic Moments Verve Premium Vodka,375 ml,25,23.99,8.33,35,410,24
8907801014125,,,0201132018/0003,IMFL,Vodka,Magic Moments Verve Premium Vodka,750 ml,25,47.98,1.67,35,770,12
8908008879203,,,0201132019/0002,IMFL,Vodka,Red Bliss Virgin Vodka,180 ml,25,9.35,2.11,25,170,48
8908008879210,,,0201132019/0002,IMFL,Vodka,Red Bliss Virgin Vodka,375 ml,25,,,25,330,24
8908008879234,,,0201132019/0002,IMFL,Vodka,Red Bliss Virgin Vodka,750 ml,25,,,25,620,12
8908010766256,,,0201132019/0001,IMFL,Vodka,S1 Vodka,180 ml,25,,,,150,48
8908010766331,,,0201132019/0001,IMFL,Vodka,S1 Vodka,375 ml,25,,,,290,24
8908010766249,,,0201132019/0001,IMFL,Vodka,S1 Vodka,500 ml,25,,,,370,18
8908010766317,,,0201132019/0001,IMFL,Vodka,S1 Vodka,750 ml,25,,,,560,12
89002186,,,0201132006/0004,IMFL,Vodka,Seagrams Fuel Vodka,180 ml,25,9.3,2.8,25,170,48
8901522001204,,,0201132006/0004,IMFL,Vodka,Seagrams Fuel Vodka,375 ml,25,19.25,0.77,25,320,24
8901522000207,,,0201132006/0004,IMFL,Vodka,Seagrams Fuel Vodka,750 ml,25,,,25,620,12
8901655211181,,,0201132012/0024,IMFL,Vodka,Smirnoff Triple Distilled Vodka,180 ml,25,,,45,240,48
8901655211136,,,0201132012/0024,IMFL,Vodka,Smirnoff Triple Distilled Vodka,375 ml,25,,,45,430,24
8901655211129,,,0201132012/0024,IMFL,Vodka,Smirnoff Triple Distilled Vodka,750 ml,25,50.24,7.04,45,820,12
8901655221166,,,0201132012/0011,IMFL,Vodka,Smrinoff Green Apple Triple Distilled Vodka,180 ml,25,14.24,2.41,60,280,48
8901655221128,,,0201132012/0011,IMFL,Vodka,Smrinoff Green Apple Triple Distilled Vodka,750 ml,25,58.61,4.16,60,960,12
8901655216162,,,0201132012/0012,IMFL,Vodka,Smrinoff Orange Triple Distilled Vodka,180 ml,25,14.24,2.41,60,280,48
8902967602865,,,0201132019/0004,IMFL,Vodka,White Mischief Green Apple Vodka,180 ml,25,10.09,0.84,25,180,48
8902967602858,,,0201132019/0004,IMFL,Vodka,White Mischief Green Apple Vodka,375 ml,25,20.84,6.52,25,350,24
8902967602841,,,0201132019/0004,IMFL,Vodka,White Mischief Green Apple Vodka,750 ml,25,,,,670,12
8902967602926,,,0201132019/0006,IMFL,Vodka,White Mischief Lemon Vodka,180 ml,25,10.09,0.84,25,180,48
8902967602919,,,0201132019/0006,IMFL,Vodka,White Mischief Lemon Vodka,375 ml,25,20.84,6.52,25,350,24
8902967602902,,,0201132019/0006,IMFL,Vodka,White Mischief Lemon Vodka,750 ml,25,,,,670,12
8902967602896,,,0201132019/0005,IMFL,Vodka,White Mischief Orange Vodka,180 ml,25,10.09,0.84,25,180,48
8902967602889,,,0201132019/0005,IMFL,Vodka,White Mischief Orange Vodka,375 ml,25,20.84,6.52,25,350,24
8902967602872,,,0201132019/0005,IMFL,Vodka,White Mischief Orange Vodka,750 ml,25,,,,670,12
8902967600038,,,0201132013/0004,IMFL,Vodka,White Mischief Ultra Pure Vodka,180 ml,25,9.36,1.98,25,170,48
8902967600021,,,0201132013/0004,IMFL,Vodka,White Mischief Ultra Pure Vodka,375 ml,25,19.36,9.11,25,330,24
8902967600014,,,0201132013/0004,IMFL,Vodka,White Mischief Ultra Pure Vodka,750 ml,25,38.71,3.23,25,620,12
8901556409946,,,0201142021/0020,IMFL,Whisky,8 Pm Premium Black Whisky,180 ml,25,10.85,9.22,35,210,48
8901556409939,,,0201142021/0020,IMFL,Whisky,8 Pm Premium Black Whisky,375 ml,25,22.39,2.77,35,380,24
8901556409922,,,0201142021/0020,IMFL,Whisky,8 Pm Premium Black Whisky,750 ml,25,44.78,0.54,35,720,12
8907801025848,,,0201142012/0052,IMFL,Whisky,After Dark Premium Grain Whisky,180 ml,25,10.09,0.84,25,180,48
8907801025831,,,0201142012/0052,IMFL,Whisky,After Dark Premium Grain Whisky,375 ml,25,20.84,6.52,25,350,24
8901556014522,,,0201142012/0052,IMFL,Whisky,After Dark Premium Grain Whisky,750 ml,25,41.67,8.03,25,670,12
5060496901019,,,,IMFL,Whisky,Amber Glen Blended Scotch Whisky,750 ml,25,,,,3180,12
8901193502857,,,0201142017/0023,IMFL,Whisky,Amrut Amalgam Malt Whisky,750 ml,25,175.06,4.07,100,2780,12
8901193503397,,,0201142019/0003,IMFL,Whisky,Amrut Amalgam Peated Malt Whisky,750 ml,25,175.06,4.07,100,2780,12
8901193500969,,,0201142019/0004,IMFL,Whisky,Amrut Fusion Single Malt Whisky,750 ml,25,211.12,2.9,110,3340,12
,,,0201142008/0004,IMFL,Whisky,Amrut Prestige Blended Malt Whisky,,,,,,,
8902967203468,,,0201142008/0003,IMFL,Whisky,Antiquity Blue Ultra Premium Whisky,180 ml,25,16.02,5.11,60,310,48
8902967203451,,,0201142008/0003,IMFL,Whisky,Antiquity Blue Ultra Premium Whisky,375 ml,25,32.95,6.41,60,570,24
8902967203444,,,0201142008/0003,IMFL,Whisky,Antiquity Blue Ultra Premium Whisky,750 ml,25,65.89,2.83,60,1070,12
8902967203444,,,0201142020/0015,IMFL,Whisky,Antiquity Blue Ultra Premium Whisky- Gift Pack,750 ml,25,65.89,2.83,60,1070,12
8908008942167,,,0201142022/0020,IMFL,Whisky,Astra Club Whiskey,375 ml,50,,,,100,24
8908008942174,,,0201142022/0020,IMFL,Whisky,Astra Club Whiskey,500 ml,50,,,,130,18
8908008942150,,,0201142022/0020,IMFL,Whisky,Astra Club Whiskey,750 ml,50,,,,195,12
8908016448255,,,0201142022/0013,IMFL,Whisky,B & S Boiling Crowd Premium Whisky,180 ml,25,,,,260,48
8908016448248,,,0201142022/0013,IMFL,Whisky,B & S Boiling Crowd Premium Whisky,375 ml,25,,,,480,24
8908016448217,,,0201142022/0013,IMFL,Whisky,B & S Boiling Crowd Premium Whisky,750 ml,25,,,,900,12
8908016448095,,,0201142022/0014,IMFL,Whisky,B & S Fire Water Classic Premium Whisky,180 ml,25,,,,200,48
8908016448101,,,0201142022/0014,IMFL,Whisky,B & S Fire Water Classic Premium Whisky,375 ml,25,,,,370,24
8908016448118,,,0201142022/0014,IMFL,Whisky,B & S Fire Water Classic Premium Whisky,750 ml,25,,,,710,12
8908016448170,,,0201142022/0015,IMFL,Whisky,B & S Stay On Deluxe Whisky,180 ml,25,10.03,1.74,25,180,48
8908016448163,,,0201142022/0015,IMFL,Whisky,B & S Stay On Deluxe Whisky,375 ml,25,20.6,0.14,25,340,24
8908016448156,,,0201142022/0015,IMFL,Whisky,B & S Stay On Deluxe Whisky,750 ml,25,41.38,2.53,25,660,12
8902967201266,,,0201142006/0024,IMFL,Whisky,Bagpiper Deluxe Whisky,180 ml,25,,,,130,48
8902967201259,,,0201142006/0024,IMFL,Whisky,Bagpiper Deluxe Whisky,375 ml,25,,,,250,24
8902967201280,,,0201142006/0024,IMFL,Whisky,Bagpiper Deluxe Whisky,750 ml,25,,,,500,12
8908008981258,,,0201142022/0025,IMFL,Whisky,Bkd's Red Neat Premium Whisky,375 ml,50,,,,100,24
8908008981241,,,0201142022/0025,IMFL,Whisky,Bkd's Red Neat Premium Whisky,500 ml,50,,,,130,18
8908008981234,,,0201142022/0025,IMFL,Whisky,Bkd's Red Neat Premium Whisky,750 ml,50,,,,195,12
8908009046284,,,0201142022/0004,IMFL,Whisky,Black Hunt Fine Whisky,375 ml,50,6.38,2.53,0,100,24
8908009046277,,,0201142022/0004,IMFL,Whisky,Black Hunt Fine Whisky,500 ml,50,8.5,0.05,0,130,18
8908009046178,,,0201142022/0004,IMFL,Whisky,Black Hunt Fine Whisky,750 ml,50,12.75,0.07,0,195,12
,,,0201142020/0036,IMFL,Whisky,Bottoms Up Premium Whisky,180 ml,25,,,,200,48
,,,0201142020/0036,IMFL,Whisky,Bottoms Up Premium Whisky,375 ml,25,,,,360,24
,,,0201142020/0036,IMFL,Whisky,Bottoms Up Premium Whisky,750 ml,25,,,,690,12
8908007179908,,,0201142022/0006,IMFL,Whisky,Bull Fighter Whisky,375 ml,50,6.38,2.53,0,100,24
8908007179915,,,0201142022/0006,IMFL,Whisky,Bull Fighter Whisky,500 ml,50,8.5,0.05,0,130,18
8908007179922,,,0201142022/0006,IMFL,Whisky,Bull Fighter Whisky,750 ml,50,12.75,0.07,0,195,12
8908008909283,,,0201142021/0010,IMFL,Whisky,Cosmos Fifty Deluxe Whisky,375 ml,50,6.38,2.53,0,100,24
8908008909245,,,0201142021/0010,IMFL,Whisky,Cosmos Fifty Deluxe Whisky,500 ml,50,8.5,0.05,0,130,18
8908008909191,,,0201142021/0010,IMFL,Whisky,Cosmos Fifty Deluxe Whisky,750 ml,50,12.75,0.07,0,195,12
8906003941383,,,0201142022/0005,IMFL,Whisky,County Club Deluxe Whisky,375 ml,50,6.38,2.53,0,100,24
8906003941505,,,0201142022/0005,IMFL,Whisky,County Club Deluxe Whisky,500 ml,50,8.5,0.05,0,130,18
8906003941376,,,0201142022/0005,IMFL,Whisky,County Club Deluxe Whisky,750 ml,50,12.75,0.07,0,195,12
8908004950043,,,0201142016/0002,IMFL,Whisky,Dennis Special Whisky,,,,,,,
8902967200924,,,0201142006/0068,IMFL,Whisky,Dsp Black Deluxe Whisky,180 ml,25,8.56,4.23,15,150,48
8902967200917,,,0201142006/0068,IMFL,Whisky,Dsp Black Deluxe Whisky,375 ml,25,17.71,4.28,15,290,24
8902967206926,,,0201142006/0068,IMFL,Whisky,Dsp Black Deluxe Whisky,500 ml,25,,,,370,18
8902967200900,,,0201142006/0068,IMFL,Whisky,Dsp Black Deluxe Whisky,750 ml,25,35.42,3.57,15,560,12
8902967210374,,,0201142006/0068,IMFL,Whisky,Dsp Black Deluxe Whisky,90 ml,25,4.28,9.62,15,90,96
8906040658107,,,0201142009/0004,IMFL,Whisky,Emboss Fine Whisky,375 ml,50,6.38,2.49,0,100,24
